Recency,Frequency,Monetary,TotalItems,AvgOrderValue
115,1,783.9,380,783.9
191,1,134.8,22,134.8
15,1,650.75,345,650.75
66,6,1544.23,620,257.37166666666667
36,6,1453.16,641,242.19333333333336
104,3,778.14,650,259.38
230,1,335.32,262,335.32
335,1,367.14,228,367.14
2,4,1247.69,826,311.9225
2,1,686.85,251,686.85
15,1,326.24,180,326.24
258,1,584.3199999999999,140,584.3199999999999
267,1,122.39999999999999,48,122.39999999999999
23,8,1887.57,1235,235.94625
254,1,79.2,16,79.2
10,1,508.22,426,508.22
52,2,217.16,128,108.58
26,5,2799.42,1473,559.884
71,2,1317.62,908,658.81
269,1,436.18,216,436.18
28,4,739.98,471,184.995
29,5,1121.39,511,224.27800000000002
125,2,315.06,154,157.53
85,3,817.86,628,272.62
77,1,17.0,20,17.0
189,1,252.1,164,252.1
234,1,320.62,155,320.62
210,1,185.04999999999998,87,185.04999999999998
58,7,2005.63,613,286.5185714285714
20,3,731.9,434,243.96666666666667
41,1,1290.7,757,1290.7
12,3,1842.14,942,614.0466666666667
50,5,1413.14,556,282.62800000000004
32,1,298.21,122,298.21
219,1,336.96,330,336.96
36,1,108.38,74,108.38
12,5,2307.52,792,461.504
55,1,842.5,615,842.5
189,2,611.88,612,305.94
15,3,1320.95,720,440.31666666666666
113,4,195.73999999999998,574,48.934999999999995
153,1,161.38,176,161.38
141,1,135.75000000000003,43,135.75000000000003
11,7,1511.87,911,215.98142857142855
182,1,612.78,248,612.78
160,1,232.21,130,232.21
43,1,309.48,172,309.48
29,4,1309.14,878,327.285
27,2,854.66,576,427.33
43,4,684.4200000000001,1128,171.10500000000002
22,1,307.78,170,307.78
287,1,249.0,48,249.0
337,1,289.35,124,289.35
72,3,3706.7000000000003,1084,1235.5666666666668
9,1,656.25,323,656.25
7,4,1690.5800000000002,900,422.64500000000004
22,6,3506.54,1802,584.4233333333333
10,28,12979.52,7494,463.55428571428575
329,1,283.53000000000003,158,283.53000000000003
233,1,517.55,209,517.55
30,3,709.38,440,236.46
82,2,306.37,155,153.185
36,2,725.18,730,362.59
58,1,620.4,238,620.4
220,1,535.34,422,535.34
78,5,1949.3600000000001,715,389.872
217,1,175.2,16,175.2
10,10,3432.1,2943,343.21
127,3,734.13,427,244.71
104,1,375.0,246,375.0
266,1,76.32000000000001,72,76.32000000000001
112,1,163.68,168,163.68
13,5,2053.02,1047,410.604
239,1,1829.04,642,1829.04
20,5,1824.23,1073,364.846
20,7,2380.4300000000003,1010,340.0614285714286
43,1,168.32,44,168.32
252,1,348.2,236,348.2
35,2,1025.44,1162,512.72
29,15,4258.99,2090,283.93266666666665
222,1,37.4,4,37.4
202,2,856.6,192,428.3
13,1,245.35999999999999,136,245.35999999999999
4,22,3329.34,1762,151.33363636363637
10,2,904.8000000000001,666,452.40000000000003
21,6,1885.05,1770,314.175
29,1,73.2,24,73.2
65,5,1140.21,787,228.042
8,5,1119.47,440,223.894
96,3,1009.5500000000001,651,336.5166666666667
64,4,1037.59,533,259.3975
20,1,331.95,95,331.95
108,1,197.9,94,197.9
31,1,215.83,99,215.83
70,8,10254.18,5867,1281.7725
43,1,305.54,152,305.54
42,4,6617.65,3791,1654.4125
37,1,338.71000000000004,113,338.71000000000004
34,6,1158.79,561,193.13166666666666
203,1,335.0,153,335.0
16,11,3594.14,2780,326.74
2,15,6911.4400000000005,5048,460.7626666666667
15,4,981.86,782,245.465
55,1,144.48,102,144.48
10,1,215.08,88,215.08
22,10,4082.26,2648,408.226
207,1,314.45,219,314.45
45,1,400.68100000000004,129,400.68100000000004
134,1,550.57,231,550.57
15,2,782.83,622,391.415
331,1,365.27,191,365.27
29,4,592.9,262,148.225
1,4,751.03,512,187.7575
25,4,537.0600000000001,272,134.26500000000001
15,2,664.26,333,332.13
59,5,2262.62,1179,452.524
1,14,14778.82,5534,1055.6299999999999
59,1,547.02,154,547.02
253,1,498.15000000000003,151,498.15000000000003
49,1,159.0,48,159.0
141,3,1062.75,420,354.25
51,1,242.35,104,242.35
237,1,914.9300000000001,254,914.9300000000001
205,2,304.25,91,152.125
85,6,2635.48,1752,439.24666666666667
7,3,860.86,714,286.9533333333333
288,1,773.5500000000001,325,773.5500000000001
27,4,1295.3,1116,323.825
15,5,1096.32,493,219.26399999999998
173,3,255.12,192,85.04
195,1,314.22,90,314.22
57,2,1010.6,318,505.3
160,2,542.03,365,271.015
14,4,990.88,550,247.72
41,3,536.6800000000001,174,178.89333333333335
11,4,857.31,329,214.3275
48,1,432.2,184,432.2
27,2,414.2,228,207.1
47,1,1824.79,935,1824.79
2,12,1990.76,1089,165.89666666666668
2,5,2496.75,1364,499.35
4,2,409.1,110,204.55
182,2,1522.75,855,761.375
92,2,769.7,430,384.85
140,1,114.56,182,114.56
32,1,152.94,78,152.94
23,5,1800.07,950,360.014
231,2,389.44,208,194.72
37,2,3683.86,3233,1841.93
66,7,2182.79,1461,311.82714285714286
237,1,752.4300000000001,581,752.4300000000001
147,1,46.95,2,46.95
15,5,5203.51,2994,1040.702
21,1,1035.45,311,1035.45
45,3,544.14,237,181.38
13,8,4657.1,2192,582.1375
44,7,861.89,398,123.12714285714286
41,2,667.65,533,333.825
323,1,1141.24,688,1141.24
96,3,868.4300000000001,672,289.4766666666667
87,1,411.7,224,411.7
343,1,331.55,151,331.55
167,1,559.87,336,559.87
147,1,810.6000000000001,420,810.6000000000001
70,1,566.38,114,566.38
57,2,724.1800000000001,462,362.09000000000003
42,1,2062.06,934,2062.06
310,1,168.3,114,168.3
38,4,1328.44,1085,332.11
1,2,812.68,535,406.34
140,1,142.5,298,142.5
92,1,302.25,191,302.25
19,9,1906.16,847,211.79555555555555
28,2,692.3,583,346.15
239,1,301.9,206,301.9
22,2,353.54,134,176.77
97,1,233.22,158,233.22
86,2,4036.33,2025,2018.165
109,1,361.21999999999997,256,361.21999999999997
184,6,632.27,487,105.37833333333333
8,4,2560.0,8000,640.0
76,2,706.57,467,353.285
19,1,401.55,215,401.55
20,1,167.62,66,167.62
301,1,226.37,75,226.37
34,8,2938.91,1484,367.36375
90,3,1341.65,890,447.2166666666667
5,1,328.15,199,328.15
188,1,404.40000000000003,72,404.40000000000003
142,2,1038.46,732,519.23
42,5,373.65000000000003,135,74.73
6,1,213.07999999999998,120,213.07999999999998
166,1,207.50000000000003,50,207.50000000000003
98,3,408.59000000000003,270,136.1966666666667
17,3,594.24,194,198.08
4,12,2506.03,586,208.83583333333334
50,5,3141.79,1984,628.358
82,2,48.96,23,24.48
14,6,1380.49,666,230.08166666666668
6,20,25079.600000000002,30776,1253.98
7,1,151.05,87,151.05
127,1,214.79999999999998,94,214.79999999999998
254,1,94.05,21,94.05
77,1,534.31,486,534.31
56,2,1531.89,1086,765.945
45,4,322.41,157,80.6025
128,1,101.10000000000001,18,101.10000000000001
14,1,565.46,288,565.46
6,1,436.79,156,436.79
2,7,1413.31,799,201.90142857142857
261,1,53.5,9,53.5
35,3,1001.87,485,333.95666666666665
303,1,153.9,90,153.9
8,1,204.92000000000002,144,204.92000000000002
2,19,5056.56,1661,266.13473684210527
33,2,395.8,150,197.9
168,3,211.77,93,70.59
3,3,658.88,246,219.62666666666667
34,3,1594.3400000000001,870,531.4466666666667
35,8,1640.19,1092,205.02375
9,4,1964.78,1198,491.195
10,2,604.3,295,302.15
2,5,709.99,340,141.998
23,1,109.36000000000001,52,109.36000000000001
107,1,346.3,114,346.3
7,8,1143.77,441,142.97125
7,2,800.67,643,400.335
51,2,841.36,494,420.68
52,4,1301.91,640,325.4775
3,2,355.73,158,177.865
36,2,458.78000000000003,236,229.39000000000001
237,1,676.2,1500,676.2
217,3,362.95,267,120.98333333333333
7,2,1302.68,912,651.34
31,1,1743.1499999999999,1428,1743.1499999999999
45,2,643.76,467,321.88
60,2,584.5,260,292.25
30,3,554.86,258,184.95333333333335
224,1,61.10000000000001,26,61.10000000000001
293,1,94.36,44,94.36
23,4,1382.07,1242,345.5175
240,1,217.89,201,217.89
23,10,2114.38,1154,211.43800000000002
27,5,1555.34,2604,311.068
31,5,1482.06,1472,296.412
124,2,1705.8,758,852.9
205,1,176.60999999999999,141,176.60999999999999
65,1,303.93,172,303.93
15,9,3079.96,2800,342.21777777777777
235,2,293.45,146,146.725
282,1,177.5,114,177.5
40,1,443.05,157,443.05
272,2,167.25,187,83.625
44,9,1747.51,878,194.1677777777778
6,5,2022.98,1304,404.596
339,1,128.55,69,128.55
24,1,135.99,63,135.99
27,1,262.2,148,262.2
250,1,50.8,16,50.8
14,1,200.27,178,200.27
13,2,678.72,545,339.36
15,3,631.12,280,210.37333333333333
83,6,958.71,428,159.785
2,48,33330.9,32302,694.3937500000001
161,1,133.56,88,133.56
272,1,302.7,199,302.7
5,6,1144.21,733,190.70166666666668
233,2,241.06,156,120.53
76,1,284.55,9,284.55
27,1,300.85,103,300.85
183,3,623.28,442,207.76
34,1,287.4,276,287.4
4,6,1329.57,700,221.595
6,3,468.03000000000003,275,156.01000000000002
22,3,1808.83,1116,602.9433333333333
37,2,381.2,173,190.6
198,2,432.43,352,216.215
16,4,654.67,407,163.6675
4,1,230.51,111,230.51
176,1,2.9,2,2.9
106,1,255.91,221,255.91
168,1,182.99,76,182.99
168,2,707.69,367,353.845
120,1,311.92,200,311.92
58,1,266.97,120,266.97
34,1,5.9,2,5.9
34,7,1841.18,988,263.0257142857143
69,5,2158.18,1147,431.63599999999997
188,1,208.36,140,208.36
8,15,2863.98,1812,190.932
43,2,508.61,736,254.305
148,1,142.92,48,142.92
44,3,136.0,16,45.333333333333336
22,3,1119.3899999999999,784,373.12999999999994
50,2,983.33,682,491.665
4,7,1595.96,785,227.99428571428572
44,1,74.9,31,74.9
57,3,447.49,161,149.16333333333333
22,4,752.77,522,188.1925
245,1,223.95000000000002,141,223.95000000000002
135,3,316.11,196,105.37
21,5,1337.64,636,267.528
58,4,544.3,319,136.075
34,7,2494.46,1415,356.3514285714286
35,2,235.9,174,117.95
46,1,769.29,455,769.29
162,1,139.35,44,139.35
144,2,404.3,200,202.15
47,1,363.65,235,363.65
3,3,498.8,728,166.26666666666668
17,1,731.5,478,731.5
50,4,1351.63,1164,337.9075
267,1,826.53,675,826.53
246,2,246.51,166,123.255
178,2,1185.04,784,592.52
20,6,2965.69,1396,494.2816666666667
131,2,100.97,45,50.485
330,2,365.45,127,182.725
6,3,250.32,61,83.44
77,4,1431.93,569,357.9825
2,1,777.6,576,777.6
10,1,55.2,24,55.2
267,1,363.7,64,363.7
342,1,248.1,92,248.1
115,2,563.7,263,281.85
13,1,108.45000000000002,21,108.45000000000002
22,5,1624.14,826,324.82800000000003
247,1,162.7,96,162.7
31,2,484.32,327,242.16
335,1,103.7,24,103.7
156,3,1046.57,558,348.8566666666666
3,18,7790.31,3459,432.795
7,24,12364.19,6899,515.1745833333333
142,1,290.36,106,290.36
51,1,228.06,106,228.06
160,1,455.25,198,455.25
7,6,1112.64,872,185.44000000000003
106,2,4516.8,1536,2258.4
24,2,975.11,536,487.555
80,1,548.12,250,548.12
190,3,1053.61,421,351.2033333333333
24,1,119.62,46,119.62
135,1,339.3,78,339.3
261,2,787.15,549,393.575
1,6,2292.95,1383,382.1583333333333
79,5,2298.97,1540,459.794
66,3,922.12,970,307.37333333333333
213,2,379.73,219,189.865
133,12,5719.82,4600,476.65166666666664
12,3,837.1,402,279.03333333333336
5,2,285.89,175,142.945
37,7,3313.79,1890,473.3985714285714
107,1,101.15,13,101.15
8,18,6888.46,4533,382.6922222222222
328,1,332.18,169,332.18
30,1,264.96,158,264.96
24,1,1077.74,486,1077.74
334,1,173.7,46,173.7
27,4,502.28000000000003,264,125.57000000000001
164,2,865.6,996,432.8
2,9,3311.32,1904,367.9244444444445
146,2,896.79,891,448.395
97,3,1009.6,532,336.53333333333336
55,2,663.61,360,331.805
41,1,451.44,416,451.44
153,1,105.84,134,105.84
83,1,313.62,164,313.62
344,1,233.45,111,233.45
50,2,936.08,646,468.04
219,1,463.95,95,463.95
202,1,225.15,71,225.15
41,3,459.24,368,153.08
39,1,213.5,41,213.5
1,13,2729.34,2082,209.94923076923078
21,3,330.03,116,110.00999999999999
45,1,181.09,64,181.09
31,1,360.16,335,360.16
336,1,120.65,47,120.65
256,1,145.04999999999998,73,145.04999999999998
44,3,353.2,570,117.73333333333333
11,1,241.53,130,241.53
6,1,528.08,336,528.08
45,2,482.47,480,241.235
8,13,3063.69,2694,235.66846153846154
58,6,4029.82,1869,671.6366666666667
189,1,75.66,66,75.66
156,1,129.49,47,129.49
3,4,1187.66,506,296.915
40,1,618.59,293,618.59
153,1,506.19,223,506.19
127,1,210.10000000000002,110,210.10000000000002
206,1,151.85,91,151.85
1,5,2647.59,1363,529.518
234,1,226.21,133,226.21
231,1,95.75999999999999,48,95.75999999999999
22,4,813.48,302,203.37
216,1,129.45,39,129.45
51,2,810.5699999999999,488,405.28499999999997
245,1,333.08,164,333.08
1,13,3380.24,2014,260.0184615384615
49,1,322.8,162,322.8
77,4,1619.8400000000001,844,404.96000000000004
44,2,408.63,489,204.315
9,5,2235.16,877,447.032
193,2,217.9,82,108.95
2,4,1154.47,927,288.6175
69,9,1550.94,1199,172.32666666666668
1,3,1257.51,510,419.17
76,1,231.10000000000002,256,231.10000000000002
178,1,307.73,131,307.73
216,1,487.51,269,487.51
148,2,833.78,826,416.89
140,2,214.06,146,107.03
13,1,290.65999999999997,281,290.65999999999997
42,1,518.42,372,518.42
29,7,6773.97,3283,967.71
41,1,1117.86,709,1117.86
111,4,601.27,282,150.3175
45,4,2906.2,1799,726.55
1,14,8330.66,8332,595.0471428571428
119,2,414.79,597,207.395
338,1,123.24,40,123.24
159,1,39.12,72,39.12
181,2,384.36,228,192.18
332,1,135.39999999999998,59,135.39999999999998
38,2,567.1800000000001,236,283.59000000000003
87,5,266.52,258,53.303999999999995
48,1,720.94,475,720.94
27,9,3581.75,2333,397.97222222222223
6,2,1539.63,731,769.815
6,19,7864.9400000000005,2760,413.9442105263158
25,2,304.24,181,152.12
4,4,1592.1200000000001,636,398.03000000000003
7,9,2438.5,1888,270.94444444444446
336,1,129.75,29,129.75
13,1,183.7,94,183.7
43,6,1770.34,1407,295.0566666666667
27,4,917.14,870,229.285
6,25,60058.78,44395,2402.3512
31,2,324.24,396,162.12
17,7,2959.88,1977,422.84000000000003
13,2,831.52,688,415.76
46,2,422.59999999999997,330,211.29999999999998
42,2,225.57999999999998,138,112.78999999999999
226,2,1126.0,151,563.0
39,2,477.86,203,238.93
105,4,657.9000000000001,146,164.47500000000002
211,1,112.75,27,112.75
197,2,1998.0,840,999.0
51,11,4423.62,3553,402.1472727272727
15,12,4899.86,5688,408.32166666666666
9,15,12583.33,4934,838.8886666666666
7,3,531.35,249,177.11666666666667
16,1,656.63,285,656.63
55,5,3029.87,851,605.9739999999999
44,8,2084.78,1598,260.5975
110,3,909.87,253,303.29
65,8,2489.81,1157,311.22625
37,13,5290.76,3180,406.9815384615385
189,3,1129.06,589,376.3533333333333
48,1,301.71999999999997,642,301.71999999999997
237,2,901.2,120,450.6
2,5,1862.82,936,372.56399999999996
339,1,606.0500000000001,407,606.0500000000001
45,6,1483.75,942,247.29166666666666
232,1,292.47,172,292.47
21,12,4421.45,4453,368.45416666666665
61,2,576.4,398,288.2
272,6,756.82,287,126.13666666666667
166,4,777.16,512,194.29
334,1,256.32,167,256.32
16,4,1048.28,671,262.07
8,21,7202.01,5718,342.95285714285717
22,3,743.11,994,247.70333333333335
2,1,603.75,317,603.75
22,3,646.76,345,215.58666666666667
49,5,2247.41,1532,449.48199999999997
23,1,417.59999999999997,288,417.59999999999997
268,1,3.75,3,3.75
147,1,323.0,172,323.0
83,6,1860.9,1666,310.15000000000003
4,6,1008.91,588,168.15166666666667
57,17,7180.7,6719,422.3941176470588
6,15,5613.31,3709,374.2206666666667
8,2,836.06,583,418.03
7,4,1249.2,690,312.3
15,5,623.93,214,124.78599999999999
1,1,1764.72,1031,1764.72
343,1,207.5,54,207.5
28,1,223.92000000000002,189,223.92000000000002
342,1,2002.4,4280,2002.4
84,3,1475.43,1058,491.81
185,1,239.4,106,239.4
289,1,106.83000000000001,81,106.83000000000001
35,1,369.34000000000003,203,369.34000000000003
1,2,418.85,295,209.425
67,1,316.62,341,316.62
16,2,887.6,336,443.8
169,1,611.85,319,611.85
2,9,1922.05,823,213.5611111111111
264,1,34.0,4,34.0
243,2,1145.6,536,572.8
1,11,5575.56,4423,506.86909090909097
18,3,478.09000000000003,196,159.36333333333334
230,1,361.54,80,361.54
28,5,757.1,456,151.42000000000002
3,5,2230.61,1475,446.122
27,1,171.59,171,171.59
38,4,661.52,322,165.38
27,10,1562.3600000000001,412,156.23600000000002
30,1,371.54,254,371.54
50,2,222.62,62,111.31
44,2,245.94,194,122.97
2,17,8011.860000000001,4259,471.2858823529412
70,2,422.24,270,211.12
342,1,311.25,113,311.25
5,11,1947.6000000000001,616,177.05454545454546
93,2,592.74,303,296.37
2,3,1135.75,621,378.5833333333333
30,6,1213.67,511,202.27833333333334
252,2,110.38000000000001,44,55.190000000000005
27,1,243.84,146,243.84
17,6,805.71,726,134.285
335,1,414.88,239,414.88
59,1,305.62,186,305.62
133,4,1594.23,493,398.5575
35,1,332.3,245,332.3
240,1,118.05,34,118.05
144,2,460.59,539,230.295
73,4,736.21,355,184.0525
113,3,1121.59,778,373.8633333333333
69,2,288.42,196,144.21
32,4,620.37,458,155.0925
162,1,309.54,114,309.54
331,1,479.35,81,479.35
20,9,1503.64,1422,167.07111111111112
17,19,5925.06,2523,311.84526315789475
73,4,417.06,274,104.265
3,8,1387.42,669,173.4275
41,10,3221.81,2106,322.181
66,1,497.61,307,497.61
197,1,358.38,136,358.38
134,1,222.9,134,222.9
9,2,775.1800000000001,566,387.59000000000003
21,1,341.7,158,341.7
82,1,113.5,58,113.5
127,1,197.22,99,197.22
9,1,325.91,264,325.91
154,3,199.15,33,66.38333333333334
230,3,671.29,306,223.76333333333332
198,1,413.46,358,413.46
98,2,180.85,61,90.425
10,2,251.87,165,125.935
1,11,3170.98,1563,288.2709090909091
167,2,588.85,185,294.425
1,30,14847.37,8075,494.9123333333334
7,6,1869.82,2250,311.63666666666666
71,3,1264.19,693,421.3966666666667
13,16,10196.57,10159,637.285625
20,1,214.32,135,214.32
13,1,193.44,78,193.44
23,1,281.42,182,281.42
157,1,124.57,33,124.57
304,1,332.41,249,332.41
13,2,239.45999999999998,190,119.72999999999999
146,1,113.06,51,113.06
13,1,151.2,80,151.2
339,1,375.69000000000005,91,375.69000000000005
115,2,747.81,827,373.905
30,2,173.76,140,86.88
1,2,502.8,409,251.4
111,3,207.73999999999998,60,69.24666666666666
22,3,684.1,449,228.03333333333333
59,5,2367.26,1061,473.45200000000006
47,3,680.02,600,226.67333333333332
32,5,5268.79,2835,1053.758
37,5,2095.53,1069,419.10600000000005
10,3,450.91,247,150.30333333333334
54,1,13.3,12,13.3
1,7,1491.43,746,213.0614285714286
37,1,432.0,600,432.0
37,3,705.12,424,235.04
157,2,272.48,103,136.24
8,2,429.84000000000003,320,214.92000000000002
21,2,299.6,77,149.8
5,1,192.32999999999998,156,192.32999999999998
165,3,1578.67,925,526.2233333333334
6,4,638.98,238,159.745
154,1,102.97999999999999,77,102.97999999999999
337,1,145.93,62,145.93
35,1,202.27,91,202.27
269,2,289.78,73,144.89
147,2,313.77,244,156.885
60,4,587.73,254,146.9325
33,1,752.6800000000001,496,752.6800000000001
86,1,1706.88,629,1706.88
65,14,2944.75,1592,210.33928571428572
17,4,1994.91,769,498.7275
52,4,559.59,263,139.8975
118,4,658.99,217,164.7475
42,1,379.14,436,379.14
22,6,1159.67,644,193.27833333333334
38,10,2399.15,994,239.91500000000002
260,1,113.44,82,113.44
6,1,183.76,112,183.76
14,5,512.0,90,102.4
342,1,196.43,102,196.43
247,1,391.52,232,391.52
20,6,1068.82,721,178.13666666666666
126,11,2592.25,1403,235.6590909090909
31,1,154.18,154,154.18
11,16,5940.1,2791,371.25625
35,2,523.65,181,261.825
341,1,230.25,35,230.25
86,3,543.05,993,181.01666666666665
50,17,2806.75,2091,165.10294117647058
7,4,645.5,472,161.375
38,2,205.45000000000002,187,102.72500000000001
10,19,3848.5,2563,202.55263157894737
23,1,150.23000000000002,82,150.23000000000002
209,1,224.73,127,224.73
25,2,931.03,397,465.515
150,3,2386.05,2318,795.35
22,3,3049.88,2169,1016.6266666666667
4,8,1643.28,688,205.41
182,3,816.73,145,272.24333333333334
2,18,4040.8,2539,224.4888888888889
206,1,406.48,312,406.48
109,3,435.02,1614,145.00666666666666
11,5,1204.23,699,240.846
27,3,1178.56,644,392.8533333333333
105,3,1277.75,1318,425.9166666666667
79,2,167.61,92,83.805
30,5,1470.56,838,294.11199999999997
155,4,518.67,266,129.6675
209,2,416.64,172,208.32
57,1,117.35000000000001,49,117.35000000000001
9,3,505.1,301,168.36666666666667
86,1,234.17,125,234.17
157,1,110.55000000000001,35,110.55000000000001
197,1,192.07,243,192.07
15,5,1489.81,1321,297.962
159,1,319.02,333,319.02
78,1,253.31,98,253.31
9,3,650.41,816,216.8033333333333
8,1,357.21,72,357.21
237,1,251.51999999999998,88,251.51999999999998
48,1,344.33,166,344.33
22,3,899.5899999999999,427,299.8633333333333
225,2,1028.46,739,514.23
31,1,384.06,182,384.06
67,5,1185.35,731,237.07
58,2,4459.52,2380,2229.76
58,8,4080.44,1401,510.055
12,6,1393.12,327,232.18666666666664
33,4,1027.65,1169,256.9125
189,1,179.0,100,179.0
7,4,1399.8600000000001,779,349.96500000000003
91,5,1041.78,390,208.356
258,3,702.0,360,234.0
120,4,295.0,76,73.75
44,1,245.83,141,245.83
16,9,3224.29,1774,358.25444444444446
56,3,1493.73,679,497.91
16,2,1312.1399999999999,771,656.0699999999999
1,2,389.61,123,194.805
21,6,889.9300000000001,597,148.3216666666667
2,2,353.81,117,176.905
41,2,1566.03,1699,783.015
14,16,6572.36,5191,410.7725
11,2,920.1,176,460.05
232,3,995.93,658,331.97666666666663
1,1,71.0,108,71.0
15,3,95.85,69,31.95
31,3,357.77,235,119.25666666666666
155,2,154.82999999999998,97,77.41499999999999
49,6,877.5600000000001,416,146.26000000000002
81,2,716.0,400,358.0
34,1,146.87,146,146.87
125,1,225.95,125,225.95
56,3,1030.14,750,343.38000000000005
50,2,364.88,222,182.44
216,2,433.53000000000003,229,216.76500000000001
58,1,1267.32,656,1267.32
108,1,449.73,181,449.73
79,2,750.89,539,375.445
91,4,915.02,888,228.755
2,4,1735.18,998,433.795
83,3,339.44,106,113.14666666666666
127,1,642.02,510,642.02
55,3,1100.9,533,366.9666666666667
88,3,925.35,485,308.45
23,7,4520.85,2017,645.8357142857143
66,6,3185.64,1595,530.9399999999999
164,1,240.89000000000001,179,240.89000000000001
101,1,498.48,122,498.48
108,4,1207.32,739,301.83
52,3,1179.89,592,393.2966666666667
80,4,2237.1,1279,559.275
236,1,234.24,216,234.24
44,11,5232.2300000000005,1526,475.65727272727275
284,4,528.29,406,132.0725
28,6,1094.97,551,182.495
29,3,855.45,316,285.15000000000003
20,19,4236.11,2009,222.95315789473682
48,7,2058.91,1056,294.13
84,1,304.24,131,304.24
30,8,1996.8700000000001,881,249.60875000000001
23,3,1166.72,600,388.9066666666667
223,3,696.07,241,232.02333333333334
6,3,841.0799999999999,295,280.35999999999996
6,2,375.86,782,187.93
48,1,118.80000000000001,24,118.80000000000001
240,1,76.32000000000001,72,76.32000000000001
16,1,111.9,25,111.9
3,2,2003.85,1049,1001.925
79,3,1405.78,772,468.5933333333333
5,2,2747.9900000000002,1702,1373.9950000000001
93,5,1562.4,785,312.48
1,4,1252.06,1162,313.015
43,3,1751.73,747,583.91
22,6,1750.6100000000001,781,291.7683333333334
2,8,3376.96,1566,422.12
20,4,1774.03,1130,443.5075
292,1,302.0,152,302.0
269,2,543.96,234,271.98
28,3,707.55,245,235.85
70,6,639.53,250,106.58833333333332
22,2,899.73,359,449.865
232,1,25.5,2,25.5
129,2,665.78,693,332.89
3,6,10797.48,4826,1799.58
2,5,772.4300000000001,496,154.48600000000002
135,1,163.29999999999998,50,163.29999999999998
17,1,231.61,282,231.61
3,7,716.08,178,102.29714285714286
153,2,612.82,260,306.41
258,1,116.19999999999999,68,116.19999999999999
288,1,157.02,154,157.02
30,1,547.25,306,547.25
203,1,307.46,120,307.46
89,1,138.32,80,138.32
132,1,345.29999999999995,246,345.29999999999995
155,1,294.24,129,294.24
20,1,230.5,281,230.5
122,5,989.45,780,197.89000000000001
305,1,157.09,76,157.09
3,4,1395.8400000000001,565,348.96000000000004
4,5,4537.29,2579,907.458
77,2,413.2,98,206.6
8,5,890.03,1103,178.006
246,1,380.5,126,380.5
9,11,10182.25,4944,925.6590909090909
217,1,454.12,296,454.12
209,1,579.0,81,579.0
55,1,595.89,351,595.89
76,3,749.78,212,249.92666666666665
51,3,1349.3,689,449.76666666666665
22,1,124.88,82,124.88
165,3,1689.5,517,563.1666666666666
45,1,329.34,490,329.34
148,1,143.3,154,143.3
146,1,161.46,102,161.46
2,3,1266.97,778,422.3233333333333
45,2,926.67,546,463.335
1,6,3518.03,2856,586.3383333333334
101,9,1463.66,865,162.6288888888889
48,1,123.10000000000001,26,123.10000000000001
3,7,2467.35,1501,352.4785714285714
254,1,158.68,100,158.68
9,2,206.34,78,103.17
28,2,835.78,526,417.89
259,1,224.91,185,224.91
49,1,317.76,480,317.76
13,5,1924.32,528,384.864
188,1,59.9,41,59.9
14,4,1443.69,866,360.9225
172,1,306.13,170,306.13
148,3,711.79,290,237.26333333333332
26,4,783.97,670,195.9925
27,2,239.92000000000002,241,119.96000000000001
3,4,2185.6,909,546.4
17,2,144.0,200,72.0
197,1,203.95,144,203.95
134,5,1815.09,971,363.018
76,2,383.75,226,191.875
29,2,444.74,161,222.37
65,6,1561.51,859,260.25166666666667
6,7,1699.3000000000002,1254,242.7571428571429
331,1,226.78,112,226.78
335,2,521.66,242,260.83
24,1,289.78,231,289.78
6,6,3560.08,2846,593.3466666666667
145,4,1564.56,646,391.14
24,1,384.08,884,384.08
23,1,204.24,76,204.24
18,7,1884.22,967,269.1742857142857
223,1,226.85,147,226.85
10,7,2781.23,1176,397.31857142857143
30,6,1059.1200000000001,272,176.52
204,1,113.5,24,113.5
41,7,1355.6,638,193.65714285714284
2,1,114.23,89,114.23
16,12,2893.77,1728,241.1475
6,1,132.28,115,132.28
35,1,328.65,122,328.65
280,2,381.89,109,190.945
279,1,393.49,406,393.49
31,5,720.31,612,144.06199999999998
34,6,1488.56,1122,248.09333333333333
66,2,318.76,185,159.38
234,8,3638.41,1651,454.80125
34,8,2286.89,1223,285.86125
5,1,190.88,131,190.88
153,1,149.89000000000001,55,149.89000000000001
342,1,341.9,126,341.9
149,5,697.73,400,139.546
21,13,2490.81,1204,191.60076923076923
283,1,382.5,150,382.5
78,2,1135.04,611,567.52
9,19,5347.59,1916,281.4521052631579
23,1,954.9,616,954.9
175,1,171.45,75,171.45
90,1,318.65,213,318.65
231,1,162.65,70,162.65
333,1,269.83,108,269.83
87,2,348.91,192,174.455
11,2,291.48,227,145.74
77,2,240.0,141,120.0
118,2,581.23,388,290.615
22,5,1253.3600000000001,367,250.67200000000003
178,1,63.440000000000005,36,63.440000000000005
109,2,550.01,389,275.005
118,1,113.06,27,113.06
97,2,317.2,158,158.6
78,4,763.64,844,190.91
12,4,2148.63,1778,537.1575
5,1,107.82,77,107.82
198,2,1065.3500000000001,430,532.6750000000001
211,1,246.04,179,246.04
28,1,187.82999999999998,48,187.82999999999998
100,3,1685.46,1866,561.82
30,6,1647.48,1362,274.58
44,6,880.3,471,146.71666666666667
177,5,663.7,662,132.74
2,3,931.02,513,310.34
278,1,550.8000000000001,72,550.8000000000001
28,7,1353.68,859,193.38285714285715
